host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_log
172369331,1,40,40.59932,-73.95936,0,20.0,7,0.0,0.0,10,281,3.044522437723423
197368927,1,40,40.60911,-73.95257,0,20.0,2,0.0,0.0,8,32,3.044522437723423
46723570,4,39,40.5895,-74.09663,0,20.0,4,1.0,0.06,1,0,3.044522437723423
27537930,3,42,40.86209,-73.84666999999999,0,20.0,1,0.0,0.0,1,5,3.044522437723423
117941939,1,8,40.71269,-73.96409,2,20.0,14,3.0,0.11,1,277,3.044522437723423
51596474,1,30,40.58737,-73.96882,0,20.0,7,2.0,0.56,12,0,3.044522437723423
198021963,1,37,40.61979,-73.98886,2,20.0,1,12.0,1.66,1,14,3.044522437723423
44630233,1,8,40.7073,-73.92775999999999,2,20.0,1,8.0,0.73,1,1,3.044522437723423
1532337,3,38,40.841190000000005,-73.87049,0,20.0,10,2.0,0.32,4,114,3.044522437723423
30357478,1,22,40.65406,-73.9506,2,20.0,1,0.0,0.0,1,0,3.044522437723423
267872829,1,31,40.618190000000006,-74.03296,0,20.0,1,1.0,1.0,1,353,3.044522437723423
16569491,0,32,40.72184,-73.99452,2,20.0,14,9.0,0.48,1,0,3.044522437723423
267223765,1,33,40.64922,-73.96078,0,20.0,1,0.0,0.0,3,363,3.044522437723423
86108833,3,34,40.840340000000005,-73.83006999999999,0,20.0,1,116.0,4.09,1,5,3.044522437723423
46047223,1,19,40.66612,-73.93696,0,20.0,1,0.0,0.0,1,0,3.044522437723423
8612450,1,35,40.61379,-73.96826,2,20.0,3,4.0,0.26,1,18,3.044522437723423
129022496,1,4,40.68093,-73.94922,2,20.0,10,3.0,0.57,2,17,3.044522437723423
2092314,1,22,40.644709999999996,-73.9495,0,20.0,30,1.0,0.09,7,365,3.044522437723423
172186369,3,36,40.84718,-73.91378,0,20.0,1,9.0,0.53,1,0,3.044522437723423
90721937,1,9,40.68772,-73.91386,0,20.0,1,0.0,0.0,2,0,3.044522437723423
111542307,1,4,40.68694,-73.92732,0,20.0,30,0.0,0.0,2,342,3.044522437723423
43352661,0,26,40.84344,-73.93921999999999,2,20.0,1,21.0,1.1,3,291,3.044522437723423
83732495,1,22,40.65221,-73.93634,2,21.0,5,4.0,0.15,1,0,3.091042453358316
248385708,1,40,40.60331,-73.95082,2,21.0,1,2.0,1.02,1,90,3.091042453358316
201015598,1,4,40.69124,-73.93911,0,21.0,1,35.0,2.92,17,78,3.091042453358316
182488531,2,23,40.737390000000005,-73.86991,0,21.0,1,21.0,1.64,2,260,3.091042453358316
144119993,3,44,40.85801,-73.88247,2,21.0,1,9.0,0.7,2,0,3.091042453358316
47735494,2,45,40.72826,-73.87015,0,21.0,1,11.0,0.55,4,0,3.091042453358316
16948705,0,11,40.81742,-73.95358,2,22.0,10,3.0,0.05,1,0,3.1354942159291497
51596474,1,28,40.62703,-74.01952,0,22.0,5,0.0,0.0,12,0,3.1354942159291497
8335684,0,48,40.86274,-73.92841999999999,2,22.0,1,13.0,0.28,3,0,3.1354942159291497
18192996,2,47,40.7794,-73.91646,0,22.0,1,14.0,0.34,2,0,3.1354942159291497
162554140,1,49,40.662079999999996,-73.9443,0,22.0,14,0.0,0.0,1,0,3.1354942159291497
39261381,1,50,40.62531,-73.93414,0,22.0,1,20.0,1.28,2,160,3.1354942159291497
3218951,1,49,40.656859999999995,-73.95758000000001,2,22.0,7,5.0,0.3,1,5,3.1354942159291497
96379433,1,1,40.659240000000004,-73.99685,0,22.0,1,5.0,0.81,2,0,3.1354942159291497
6166708,2,46,40.65252,-73.73425,2,22.0,1,59.0,2.1,1,0,3.1354942159291497
40871485,1,28,40.63821,-74.0273,0,22.0,5,1.0,0.03,1,0,3.1354942159291497
161468583,1,33,40.644290000000005,-73.95732,1,22.0,2,35.0,1.83,1,312,3.1354942159291497
264182618,3,44,40.85743,-73.90233,0,22.0,1,1.0,0.83,1,11,3.1354942159291497
80974010,3,13,40.83736,-73.92318,2,22.0,3,14.0,0.39,1,42,3.1354942159291497
2092314,1,22,40.651509999999995,-73.94957,0,22.0,30,0.0,0.0,7,365,3.1354942159291497
11136995,1,33,40.648070000000004,-73.96625,2,22.0,3,2.0,0.08,1,0,3.1354942159291497
158178970,4,20,40.62972,-74.12539,2,22.0,1,21.0,1.77,3,261,3.1354942159291497
47735494,2,45,40.726659999999995,-73.87004,0,23.0,1,13.0,0.77,4,0,3.1780538303479458
48616155,1,33,40.64663,-73.96186999999999,0,23.0,1,57.0,3.27,1,58,3.1780538303479458
215778245,2,53,40.74147,-73.86753,0,23.0,1,8.0,2.12,6,308,3.1780538303479458
35910781,2,52,40.74935,-73.88332,0,23.0,1,0.0,0.0,1,0,3.1780538303479458
10534760,3,51,40.83139,-73.90165999999999,2,23.0,2,18.0,1.25,1,36,3.1780538303479458
150891854,1,4,40.69178,-73.9369,2,23.0,3,2.0,0.11,1,0,3.1780538303479458
149394434,2,43,40.7025,-73.90985,2,23.0,1,0.0,0.0,1,0,3.1780538303479458
20110967,0,48,40.86025,-73.92647,2,24.0,10,0.0,0.0,1,145,3.2188758248682006
137358866,2,52,40.74878,-73.8799,2,24.0,30,0.0,0.0,103,244,3.2188758248682006
50369736,1,56,40.646370000000005,-73.97863000000001,2,24.0,18,1.0,0.02,1,0,3.2188758248682006
201015598,1,4,40.679159999999996,-73.9114,0,24.0,1,11.0,1.49,17,85,3.2188758248682006
10714931,1,19,40.67326,-73.95366999999999,0,24.0,5,7.0,3.33,4,14,3.2188758248682006
201015598,1,4,40.67745,-73.90958,0,24.0,1,14.0,1.65,17,89,3.2188758248682006
51596474,1,30,40.586490000000005,-73.97339000000001,0,24.0,11,2.0,0.74,12,0,3.2188758248682006
249243301,3,55,40.8477,-73.90988,2,24.0,2,2.0,0.68,1,0,3.2188758248682006
149306690,3,54,40.85504,-73.88394,2,24.0,1,4.0,0.52,1,0,3.2188758248682006
223087887,2,53,40.74086,-73.86618,0,24.0,1,3.0,1.11,8,332,3.2188758248682006
223087887,2,53,40.74116,-73.86667,0,24.0,1,4.0,1.52,8,346,3.2188758248682006
51596474,1,28,40.623290000000004,-74.02136,0,24.0,10,1.0,1.0,12,0,3.2188758248682006
32736976,1,1,40.642959999999995,-74.0056,2,24.0,60,0.0,0.0,1,71,3.2188758248682006
4878363,1,4,40.686240000000005,-73.94349,2,25.0,1,7.0,0.19,2,8,3.258096538021482
121851703,2,68,40.72105,-73.73444,1,25.0,1,45.0,3.37,2,292,3.258096538021482
90721937,1,9,40.68635,-73.91187,2,25.0,1,9.0,0.45,2,0,3.258096538021482
137501374,2,23,40.74057,-73.86975,2,25.0,1,17.0,2.79,3,231,3.258096538021482
101491116,1,29,40.6825,-73.87165,0,25.0,1,64.0,2.02,6,0,3.258096538021482
121585653,0,11,40.81733,-73.95413,2,25.0,1,0.0,0.0,1,0,3.258096538021482
101491116,1,29,40.682759999999995,-73.8708,0,25.0,4,19.0,1.91,6,16,3.258096538021482
155923396,1,9,40.700309999999995,-73.92848000000001,2,25.0,2,35.0,1.8,3,3,3.258096538021482
272247972,3,67,40.881159999999994,-73.86547,0,25.0,90,0.0,0.0,1,190,3.258096538021482
166398662,0,26,40.8372,-73.94196,2,25.0,1,2.0,0.11,1,0,3.258096538021482
38853591,0,11,40.82261,-73.95163000000001,2,25.0,2,102.0,3.33,1,99,3.258096538021482
101491116,1,29,40.68385,-73.87088,0,25.0,1,26.0,2.57,6,23,3.258096538021482
52267190,2,61,40.68226,-73.84396,0,25.0,1,0.0,0.0,1,0,3.258096538021482
6047516,1,9,40.68493,-73.90881999999999,2,25.0,1,0.0,0.0,1,0,3.258096538021482
30839692,2,24,40.754059999999996,-73.80613000000001,0,25.0,1,1.0,1.0,3,86,3.258096538021482
200479961,1,64,40.6757,-73.87657,0,25.0,2,26.0,2.25,1,50,3.258096538021482
228773060,3,66,40.85398,-73.86451,2,25.0,2,1.0,0.14,1,0,3.258096538021482
101491116,1,29,40.68217,-73.8723,0,25.0,1,25.0,2.52,6,2,3.258096538021482
208367810,1,37,40.64047,-73.99687,0,25.0,3,8.0,0.77,4,88,3.258096538021482
5556571,1,8,40.70645,-73.9379,0,25.0,1,25.0,0.5,3,358,3.258096538021482
145242566,0,11,40.819559999999996,-73.95277,0,25.0,3,61.0,2.99,2,7,3.258096538021482
201813482,1,9,40.70513,-73.91575999999999,0,25.0,4,0.0,0.0,5,340,3.258096538021482
261338177,1,30,40.59118,-73.97119,0,25.0,7,0.0,0.0,6,365,3.258096538021482
179478172,1,33,40.64946,-73.96041,0,25.0,10,0.0,0.0,3,341,3.258096538021482
40146897,1,19,40.67302,-73.92134,0,25.0,2,1.0,0.21,5,29,3.258096538021482
58884411,2,43,40.70111,-73.89988000000001,2,25.0,3,0.0,0.0,1,0,3.258096538021482
223087887,2,53,40.74116,-73.86705,0,25.0,2,10.0,3.45,8,344,3.258096538021482
158540605,2,65,40.69916,-73.8892,2,25.0,1,95.0,6.18,6,258,3.258096538021482
215588687,1,49,40.66192,-73.94668,0,25.0,2,1.0,0.13,6,365,3.258096538021482
210427776,1,19,40.67708,-73.92944,2,25.0,2,4.0,0.59,1,0,3.258096538021482
27974952,1,22,40.646029999999996,-73.94869,0,25.0,30,5.0,0.12,7,365,3.258096538021482
226314382,1,33,40.65292,-73.95676999999999,0,25.0,1,8.0,1.73,1,0,3.258096538021482
152353924,3,72,40.83555,-73.8757,2,25.0,3,38.0,1.82,2,119,3.258096538021482
179478172,1,33,40.650220000000004,-73.96281,0,25.0,4,1.0,1.0,3,334,3.258096538021482
1538057,1,4,40.695009999999996,-73.93363000000001,1,25.0,2,50.0,1.65,1,6,3.258096538021482
11090576,1,9,40.69216,-73.90859,2,25.0,1,8.0,0.14,1,0,3.258096538021482
1398639,1,4,40.6865,-73.93199,2,25.0,30,6.0,0.58,3,207,3.258096538021482
261338177,1,30,40.59087,-73.97275,0,25.0,7,1.0,0.67,6,313,3.258096538021482
261338177,1,30,40.58941,-73.97116,0,25.0,7,0.0,0.0,6,321,3.258096538021482
236631469,3,71,40.88449,-73.86227,2,25.0,30,0.0,0.0,1,85,3.258096538021482
261338177,1,30,40.5908,-73.97116,0,25.0,1,0.0,0.0,6,338,3.258096538021482
172369331,1,40,40.5981,-73.9584,0,25.0,7,2.0,1.15,10,290,3.258096538021482
143212135,2,70,40.704190000000004,-73.75116,2,25.0,3,60.0,3.61,1,350,3.258096538021482
99133678,2,43,40.7092,-73.91246,2,25.0,1,0.0,0.0,1,0,3.258096538021482
179478172,1,33,40.65175,-73.96208,0,25.0,10,1.0,1.0,3,299,3.258096538021482
171673961,1,4,40.67896,-73.90892,2,25.0,2,2.0,0.3,1,0,3.258096538021482
37417547,3,69,40.84197,-73.91292,2,25.0,2,2.0,0.14,1,0,3.258096538021482
261338177,1,30,40.58972,-73.97171999999999,0,25.0,7,0.0,0.0,6,343,3.258096538021482
156175292,1,4,40.6847,-73.92904,2,25.0,1,4.0,0.19,1,34,3.258096538021482
201813482,1,9,40.70508,-73.91577,0,25.0,4,0.0,0.0,5,346,3.258096538021482
45513630,1,4,40.69492,-73.94485,2,25.0,2,1.0,0.02,1,0,3.258096538021482
34635838,4,63,40.60295,-74.17116999999999,2,25.0,1,34.0,2.06,2,0,3.258096538021482
106756395,1,4,40.689370000000004,-73.9226,0,25.0,1,3.0,0.1,2,0,3.258096538021482
1834034,1,19,40.672059999999995,-73.93446,2,25.0,4,7.0,0.37,1,174,3.258096538021482
65846751,1,1,40.64025,-74.01735,2,25.0,4,2.0,0.06,1,0,3.258096538021482
50600973,1,9,40.696740000000005,-73.92971999999999,0,25.0,1,105.0,4.22,7,82,3.258096538021482
12219437,1,62,40.64795,-73.89336999999999,2,25.0,2,36.0,2.76,1,144,3.258096538021482
201813482,1,9,40.70442,-73.91707,0,25.0,4,27.0,3.01,5,49,3.258096538021482
27974952,1,22,40.64601,-73.94886,0,25.0,30,8.0,0.18,7,343,3.258096538021482
19878684,2,61,40.68247,-73.84368,0,25.0,10,0.0,0.0,1,0,3.258096538021482
223087887,2,53,40.74132,-73.86683000000001,0,25.0,2,1.0,1.0,8,346,3.258096538021482
201813482,1,9,40.706520000000005,-73.91784,0,25.0,4,14.0,1.56,5,62,3.258096538021482
223087887,2,53,40.74119,-73.86748,0,25.0,1,2.0,2.0,8,351,3.258096538021482
176890090,1,19,40.67799,-73.94221999999999,0,25.0,2,13.0,0.81,1,81,3.258096538021482
256235740,1,19,40.66738,-73.93669,0,25.0,2,1.0,0.71,3,167,3.258096538021482
1532337,3,38,40.8423,-73.87055,2,25.0,30,6.0,0.17,4,219,3.258096538021482
35086035,1,19,40.669129999999996,-73.93199,2,25.0,2,5.0,0.27,1,158,3.258096538021482
111433024,0,26,40.84353,-73.94201,2,25.0,3,34.0,1.46,1,139,3.258096538021482
251781156,3,59,40.84581,-73.8889,0,25.0,2,5.0,1.6,1,146,3.258096538021482
58266933,2,58,40.75805,-73.90926999999999,2,25.0,7,2.0,0.29,1,66,3.258096538021482
172369331,1,57,40.57776,-73.98313,0,25.0,3,2.0,1.05,10,0,3.258096538021482
94039418,1,9,40.69251,-73.92478,2,25.0,2,1.0,0.03,1,0,3.258096538021482
68551886,0,11,40.828590000000005,-73.9497,2,25.0,1,0.0,0.0,1,0,3.258096538021482
247189581,1,60,40.686370000000004,-73.97431,0,25.0,2,8.0,1.95,5,32,3.258096538021482
43352661,0,26,40.84502,-73.94078,0,25.0,1,51.0,2.99,3,365,3.258096538021482
27977412,1,22,40.64583,-73.9483,0,25.0,30,10.0,0.32,4,332,3.258096538021482
26819014,1,29,40.67893,-73.89423000000001,2,25.0,1,0.0,0.0,1,0,3.258096538021482
22445332,1,19,40.67157,-73.93434,2,25.0,1,1.0,0.06,1,0,3.258096538021482
240203470,2,2,40.67804,-73.80122,2,25.0,1,44.0,9.23,1,41,3.258096538021482
16608415,1,64,40.66745,-73.89217,2,25.0,1,25.0,3.61,3,211,3.258096538021482
158540605,2,65,40.700990000000004,-73.89034000000001,2,25.0,1,101.0,5.59,6,216,3.258096538021482
232778333,1,21,40.61355,-73.99648,2,25.0,5,7.0,1.23,2,175,3.258096538021482
109843377,1,4,40.679809999999996,-73.91022,0,25.0,7,0.0,0.0,2,88,3.258096538021482
65820457,2,43,40.70595,-73.90871,2,25.0,5,0.0,0.0,1,0,3.258096538021482
215778245,2,53,40.740559999999995,-73.86446,0,25.0,2,15.0,1.77,6,330,3.258096538021482
158540605,2,65,40.70148,-73.88954,2,25.0,2,75.0,4.29,6,254,3.258096538021482
91018434,1,40,40.5987,-73.9593,0,25.0,1,0.0,0.0,1,0,3.258096538021482
264362310,1,40,40.607240000000004,-73.95219,2,25.0,1,0.0,0.0,1,178,3.258096538021482
145858413,1,19,40.664229999999996,-73.94046999999999,2,25.0,7,0.0,0.0,1,0,3.258096538021482
223087887,2,53,40.74262,-73.86674000000001,0,25.0,1,12.0,6.0,8,351,3.258096538021482
42561290,1,64,40.66168,-73.86665,2,25.0,1,29.0,1.17,4,319,3.258096538021482
172369331,1,57,40.57607,-73.9833,0,25.0,5,1.0,0.75,10,129,3.258096538021482
215588687,1,49,40.66017,-73.9475,0,25.0,2,4.0,0.53,6,365,3.258096538021482
55813598,1,30,40.6074,-73.97458,0,25.0,3,119.0,2.9,2,349,3.258096538021482
201813482,1,9,40.70431,-73.91584,0,25.0,4,17.0,1.88,5,80,3.258096538021482
51596474,1,30,40.58462,-73.97155,0,25.0,10,0.0,0.0,12,0,3.258096538021482
25938509,1,12,40.72675,-73.94219,2,25.0,7,2.0,0.06,1,0,3.258096538021482
29893675,0,11,40.82432,-73.9385,0,25.0,1,9.0,0.32,2,0,3.258096538021482
4973668,1,4,40.68642,-73.9344,0,25.0,5,76.0,1.22,3,258,3.258096538021482
56616801,1,12,40.724140000000006,-73.93966999999999,2,25.0,1,4.0,0.34,1,0,3.258096538021482
21216008,2,52,40.750240000000005,-73.87849,0,26.0,1,15.0,0.68,4,365,3.295836866004329
48157058,1,19,40.67541,-73.93253,2,26.0,7,0.0,0.0,1,59,3.295836866004329
111782745,1,8,40.70477,-73.93205999999999,0,26.0,2,8.0,0.48,2,0,3.295836866004329
45990565,3,36,40.8522,-73.91014,2,26.0,3,21.0,0.64,2,127,3.295836866004329
134293540,2,43,40.70508,-73.90217,0,26.0,31,5.0,0.22,4,365,3.295836866004329
2092314,1,22,40.650240000000004,-73.95051,0,26.0,30,2.0,0.09,7,365,3.295836866004329
107180958,1,19,40.676520000000004,-73.94015999999999,0,26.0,15,2.0,0.59,2,23,3.295836866004329
107180958,1,19,40.67692,-73.94038,0,26.0,20,2.0,0.75,2,49,3.295836866004329
165003654,3,74,40.87396,-73.87785,2,26.0,30,24.0,1.39,1,303,3.295836866004329
115993835,1,1,40.64036,-74.00822,2,26.0,1,13.0,1.36,5,141,3.295836866004329
141615596,3,72,40.83805,-73.85866999999999,0,26.0,1,18.0,0.78,2,342,3.295836866004329
61684714,0,26,40.84248,-73.93849,2,26.0,7,0.0,0.0,1,0,3.295836866004329
17906387,1,9,40.69668,-73.91395,2,26.0,4,1.0,0.05,1,0,3.295836866004329
215183568,3,73,40.83739,-73.91118,2,26.0,1,20.0,2.07,1,3,3.295836866004329
65459567,1,9,40.68651,-73.91185,2,26.0,14,0.0,0.0,1,0,3.295836866004329
224150,1,35,40.61489,-73.94541,0,26.0,2,5.0,1.83,1,0,3.295836866004329
137358866,2,23,40.74467,-73.8726,2,26.0,30,0.0,0.0,103,233,3.295836866004329
224513581,1,4,40.67752,-73.90886,2,26.0,30,0.0,0.0,2,250,3.295836866004329
215778245,2,53,40.73888,-73.86618,0,26.0,2,21.0,2.58,6,352,3.295836866004329
252636577,2,24,40.76,-73.82466,0,26.0,2,5.0,1.65,2,90,3.295836866004329
194108889,2,15,40.72605,-73.90711,2,26.0,3,2.0,0.16,1,118,3.295836866004329
8260418,1,19,40.67671,-73.94938,2,26.0,2,0.0,0.0,1,0,3.295836866004329
177161276,3,67,40.88455,-73.86587,0,26.0,1,10.0,0.67,1,312,3.295836866004329
141615596,3,72,40.83791,-73.85845,2,26.0,1,14.0,1.24,2,311,3.295836866004329
161743285,2,45,40.732659999999996,-73.85446999999999,0,27.0,60,1.0,0.05,1,0,3.332204510175204
1395530,1,8,40.71285,-73.96124,2,27.0,20,2.0,0.42,1,333,3.332204510175204
54289696,1,19,40.67038,-73.93214,2,27.0,2,81.0,2.99,1,84,3.332204510175204
134293540,2,43,40.70615,-73.90366999999999,0,27.0,31,5.0,0.27,4,6,3.332204510175204
57398859,2,24,40.76726,-73.81217,2,27.0,1,0.0,0.0,1,0,3.332204510175204
134293540,2,43,40.7061,-73.9115,0,27.0,30,4.0,0.18,4,6,3.332204510175204
72926334,1,4,40.6844,-73.93138,2,27.0,1,68.0,2.88,3,112,3.332204510175204
32446721,2,53,40.74889,-73.86489,0,27.0,1,16.0,0.71,6,364,3.332204510175204
35510045,1,9,40.705,-73.91933,2,27.0,14,0.0,0.0,1,0,3.332204510175204
107234799,1,1,40.649429999999995,-74.01018,2,27.0,15,1.0,1.0,1,0,3.332204510175204
27741331,1,22,40.65777,-73.92263,2,27.0,30,9.0,0.18,2,345,3.332204510175204
220095360,2,58,40.76341,-73.92535,2,27.0,7,0.0,0.0,1,0,3.332204510175204
166204258,1,40,40.6092,-73.9572,2,27.0,1,1.0,0.06,1,0,3.332204510175204
31307789,2,53,40.74864,-73.85436,0,27.0,2,16.0,0.48,2,365,3.332204510175204
2092314,1,22,40.64136,-73.94705,0,27.0,30,0.0,0.0,7,365,3.332204510175204
27974952,1,22,40.64509,-73.94825,0,27.0,30,7.0,0.16,7,342,3.332204510175204
153371127,2,52,40.75023,-73.87772,0,27.0,1,4.0,2.73,2,355,3.332204510175204
19303369,0,48,40.86428,-73.92199000000001,2,27.0,29,1.0,0.77,37,32,3.332204510175204
160495098,1,22,40.63479,-73.94848,2,27.0,2,4.0,0.23,5,0,3.332204510175204
201015598,1,4,40.67862,-73.91233000000001,0,27.0,1,4.0,0.63,17,89,3.332204510175204
8002698,2,58,40.75966,-73.90924,2,27.0,30,3.0,0.07,1,0,3.332204510175204
3147746,0,26,40.8444,-73.93654000000001,2,27.0,29,1.0,0.13,1,124,3.332204510175204
164456084,1,62,40.63409,-73.89383000000001,2,27.0,1,0.0,0.0,1,0,3.332204510175204
19303369,3,75,40.88474,-73.90321,2,27.0,30,0.0,0.0,37,0,3.332204510175204
258671946,3,76,40.82654,-73.90516,2,27.0,2,7.0,3.5,1,60,3.332204510175204
158178970,4,20,40.63108,-74.12512,2,27.0,1,21.0,1.14,3,287,3.332204510175204
181233778,3,54,40.85595,-73.88519000000001,2,27.0,30,0.0,0.0,1,68,3.332204510175204
17927814,1,50,40.62787,-73.94275999999999,0,27.0,5,0.0,0.0,1,0,3.332204510175204
31307789,2,53,40.74736,-73.85587,0,27.0,2,13.0,0.35,2,361,3.332204510175204
191442758,0,11,40.81425,-73.94549,2,28.0,4,6.0,1.05,1,0,3.367295829986474
72315258,1,19,40.676190000000005,-73.93866,2,28.0,1,0.0,0.0,1,0,3.367295829986474
30509656,3,79,40.808279999999996,-73.9319,0,28.0,1,2.0,2.0,8,88,3.367295829986474
136646834,0,26,40.83587,-73.93734,2,28.0,2,19.0,0.78,1,0,3.367295829986474
19303369,1,4,40.68833,-73.95055,2,28.0,30,0.0,0.0,37,54,3.367295829986474
30509656,3,79,40.80838,-73.93091,0,28.0,1,3.0,1.7,8,363,3.367295829986474
59018284,1,4,40.69062,-73.93496999999999,2,28.0,1,5.0,0.12,1,0,3.367295829986474
30509656,3,79,40.80996,-73.93172,0,28.0,1,2.0,1.15,8,365,3.367295829986474
43380791,1,4,40.68762,-73.92318,2,28.0,10,1.0,0.02,1,0,3.367295829986474
27260699,1,9,40.69382,-73.90925,0,28.0,1,117.0,4.56,4,118,3.367295829986474
161903367,1,4,40.68135,-73.94718,2,28.0,2,1.0,0.05,1,0,3.367295829986474
225913497,1,4,40.67966,-73.90755,2,28.0,3,1.0,0.16,1,0,3.367295829986474
105124052,2,46,40.65882,-73.7332,2,28.0,1,35.0,2.25,1,43,3.367295829986474
44260966,3,84,40.829390000000004,-73.86514,2,28.0,2,98.0,2.12,3,108,3.367295829986474
